month_day,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
01-12,,1.5,8.766666666666667,8.816666666666666,14.583333333333334,6.883333333333334,6.699999999999999,2.2333333333333334,4.283333333333333,11.6,3.0,3.633333333333333,3.783333333333333,9.566666666666666,3.4333333333333336,8.049999999999999,2.316666666666667,9.166666666666666,4.516666666666667,4.166666666666667,4.8500000000000005,4.483333333333333,8.25,5.1000000000000005,8.950000000000001,5.433333333333334,6.733333333333333,3.716666666666667,5.75,6.65,4.842857142857143,8.628571428571428,1.3857142857142857,4.5857142857142845,3.0,4.325,7.2125,9.975,2.4125,5.1625,6.125,3.725,5.8875,7.725,5.4625
01-13,,1.5,8.783333333333333,8.799999999999999,14.633333333333333,6.783333333333334,6.716666666666666,2.2666666666666666,4.383333333333334,11.683333333333332,3.083333333333333,4.066666666666666,3.8333333333333335,10.383333333333333,3.466666666666667,9.016666666666667,2.316666666666667,9.266666666666667,4.616666666666666,4.2,4.866666666666666,4.616666666666666,8.266666666666667,5.25,8.950000000000001,5.433333333333334,6.733333333333333,3.7,5.75,6.65,5.042857142857143,8.928571428571429,1.3714285714285714,4.5857142857142845,2.9857142857142853,4.325,7.4625,9.975,2.3875,5.15,6.5375,3.725,5.85,7.8,6.575
01-14,,1.5,8.816666666666666,8.866666666666667,14.7,6.683333333333334,6.8,2.4,4.483333333333333,11.733333333333334,4.116666666666666,4.333333333333333,3.9,10.5,3.466666666666667,9.266666666666667,2.3666666666666667,9.316666666666666,5.15,4.416666666666667,4.916666666666667,4.716666666666667,8.266666666666667,5.266666666666667,8.916666666666666,5.55,6.816666666666666,3.7,5.75,6.65,5.042857142857143,8.957142857142857,1.3714285714285714,4.657142857142857,2.9857142857142853,4.3375,8.0375,9.95,2.3625,5.199999999999999,6.9125,3.6875,5.825,7.9,7.05
01-15,,1.5,8.866666666666665,8.866666666666667,14.7,6.633333333333333,7.233333333333333,2.433333333333333,4.783333333333333,11.883333333333333,4.25,4.483333333333333,3.9166666666666665,10.6,3.466666666666667,9.466666666666669,2.3833333333333333,9.366666666666667,5.55,4.8,5.016666666666667,4.75,8.283333333333333,5.266666666666667,8.916666666666666,5.6000000000000005,7.05,3.6166666666666663,5.75,6.65,5.042857142857143,9.071428571428571,1.3714285714285714,4.685714285714285,2.9857142857142853,4.3625,8.2875,9.925,2.3,5.3,7.0,3.6375,5.825,7.9375,7.05
01-16,,1.5,8.866666666666665,8.950000000000001,14.7,6.6000000000000005,7.583333333333333,2.466666666666667,5.083333333333333,11.966666666666669,4.283333333333333,4.483333333333333,3.9166666666666665,10.75,3.466666666666667,9.566666666666666,3.533333333333333,9.416666666666666,6.183333333333334,5.133333333333333,5.016666666666667,4.75,8.3,5.3,8.916666666666666,5.633333333333333,7.133333333333333,3.633333333333333,5.75,6.65,5.042857142857143,8.914285714285715,1.3857142857142857,4.714285714285714,2.9857142857142853,4.5375,8.475,9.8875,2.3625,5.575,7.1375,3.6375,5.7875,7.95,7.4125
01-17,,1.5,8.866666666666665,9.033333333333331,14.666666666666666,6.6000000000000005,7.666666666666667,2.4833333333333334,5.2,11.983333333333334,4.3,4.5,3.9166666666666665,10.833333333333334,3.466666666666667,9.633333333333336,3.75,9.466666666666669,6.183333333333334,5.516666666666667,5.016666666666667,4.783333333333333,8.3,5.3,8.916666666666666,5.616666666666667,7.5,3.633333333333333,5.75,6.65,5.057142857142857,8.785714285714286,1.4,4.714285714285714,2.9857142857142853,4.6875,8.5,9.8625,2.3,5.85,7.075,3.625,5.7875,7.9625,7.987500000000001
01-18,,1.5,8.916666666666666,9.083333333333334,14.616666666666667,6.6000000000000005,7.666666666666667,2.5,5.249999999999999,12.066666666666668,4.3,4.516666666666667,3.9166666666666665,10.85,3.466666666666667,9.75,4.116666666666666,9.466666666666669,6.2,5.616666666666667,5.05,4.883333333333334,8.333333333333334,5.3,8.916666666666666,5.583333333333333,8.1,3.633333333333333,5.75,6.65,5.357142857142857,8.814285714285715,2.542857142857143,4.728571428571429,2.9857142857142853,4.6125,8.6625,10.4125,2.3375,6.1,7.075,3.625,5.7875,8.075,8.025
01-19,,1.5,8.983333333333333,9.683333333333334,14.616666666666667,6.633333333333333,7.733333333333333,2.5166666666666666,5.266666666666667,12.166666666666666,4.3,4.516666666666667,3.9166666666666665,11.116666666666667,3.466666666666667,9.783333333333331,4.05,9.483333333333333,6.7,6.083333333333333,5.016666666666667,5.016666666666667,8.416666666666666,5.316666666666667,8.9,5.583333333333333,8.200000000000001,3.633333333333333,5.75,6.65,5.4,8.871428571428572,3.085714285714286,4.728571428571429,2.9857142857142853,4.55,8.8875,10.625,2.6,6.225,7.1375,3.6125,5.775,8.3125,8.0375
01-20,,1.5,9.316666666666668,10.033333333333331,14.566666666666668,6.633333333333333,7.866666666666667,2.583333333333333,5.283333333333333,12.2,4.3,4.516666666666667,3.9166666666666665,11.5,3.466666666666667,9.816666666666668,4.3,9.7,6.716666666666666,6.75,5.05,5.016666666666667,8.7,5.333333333333333,8.9,5.566666666666666,8.4,3.633333333333333,5.8500000000000005,6.65,5.557142857142857,8.928571428571429,3.542857142857143,4.728571428571429,2.9857142857142853,4.5125,8.9,10.9625,2.6625,6.6125,7.15,3.625,5.9,8.325,8.05
01-21,,1.5,9.75,10.116666666666664,14.666666666666666,6.65,7.966666666666666,2.6166666666666667,5.3,12.216666666666669,4.3,4.516666666666667,3.9166666666666665,11.9,3.466666666666667,9.833333333333334,4.683333333333334,10.016666666666666,6.716666666666666,6.866666666666667,5.05,5.016666666666667,9.466666666666669,5.383333333333333,8.9,5.566666666666666,8.466666666666667,3.6666666666666665,5.8500000000000005,6.65,5.785714285714286,8.942857142857141,4.5,4.728571428571429,3.0,4.5,8.9375,11.0375,2.75,6.675,7.3125,3.6375,5.9875,8.4,8.075
01-22,,1.725,9.983333333333333,10.233333333333333,14.7,6.683333333333334,8.0,2.6,5.316666666666666,12.516666666666666,4.3,4.533333333333333,3.9166666666666665,12.033333333333331,3.483333333333333,9.833333333333334,4.683333333333334,10.533333333333331,6.8500000000000005,7.3,5.166666666666667,5.016666666666667,9.65,5.4,8.883333333333333,5.566666666666666,8.466666666666667,3.6666666666666665,5.8500000000000005,6.866666666666666,6.257142857142857,8.957142857142857,4.728571428571429,4.728571428571429,2.9857142857142853,4.5,8.95,11.4875,2.7875,6.7125,7.4,3.75,5.9875,8.5125,8.2875
01-23,,2.2,10.333333333333334,10.283333333333331,14.783333333333331,6.683333333333334,8.316666666666666,2.6333333333333333,5.333333333333333,12.566666666666668,4.283333333333333,4.566666666666666,3.9166666666666665,12.216666666666669,3.5,9.9,5.183333333333334,10.666666666666666,6.883333333333333,7.75,5.483333333333333,5.083333333333333,9.75,5.45,8.883333333333333,5.55,8.5,3.6666666666666665,5.8500000000000005,6.9,6.285714285714286,8.957142857142857,5.1000000000000005,4.785714285714286,2.9857142857142853,4.5,9.0875,11.6625,2.8625,6.762499999999999,7.4,3.8,5.9875,8.525,8.3625
01-24,,2.3,10.783333333333331,10.35,14.8,6.683333333333334,8.366666666666667,3.1666666666666665,5.366666666666667,12.55,4.283333333333333,4.566666666666666,3.9166666666666665,12.25,3.5666666666666664,9.933333333333334,6.0,10.733333333333334,6.883333333333333,7.783333333333332,5.933333333333334,5.5,9.833333333333334,5.516666666666667,9.05,5.55,8.6,3.6666666666666665,6.0,7.283333333333334,6.342857142857143,8.942857142857143,5.414285714285714,4.985714285714286,2.9857142857142853,4.5,9.2,11.8,2.8875,6.762499999999999,7.6875,3.8,6.0125,8.55,8.475
01-25,,2.35,10.8,10.433333333333334,14.833333333333334,6.683333333333334,8.4,3.266666666666667,5.366666666666667,12.55,4.283333333333333,4.566666666666666,3.9166666666666665,12.266666666666666,3.633333333333333,10.0,6.316666666666666,11.516666666666666,6.9,7.85,6.0,5.716666666666666,9.866666666666667,5.583333333333333,9.15,5.55,8.616666666666667,3.6666666666666665,6.016666666666667,7.583333333333333,6.671428571428572,8.928571428571429,5.471428571428571,5.0,2.9857142857142853,4.475,9.2,11.8875,2.9875,6.762499999999999,7.737500000000001,3.8125,6.025,8.575,8.7625
01-26,,2.375,11.016666666666667,10.483333333333334,15.0,6.666666666666667,8.383333333333335,3.35,5.383333333333333,12.55,4.4,4.566666666666666,3.9166666666666665,12.283333333333331,3.716666666666667,10.3,6.466666666666666,12.083333333333334,6.9,7.883333333333333,6.016666666666667,5.766666666666667,10.05,5.516666666666667,9.183333333333332,5.583333333333333,8.85,3.6666666666666665,6.05,7.616666666666666,6.771428571428572,8.914285714285715,5.728571428571429,5.171428571428572,2.9714285714285715,4.425,9.2,11.9375,3.0125,6.762499999999999,8.075,3.8125,6.025,8.6,8.85
01-27,,2.4,11.066666666666668,10.533333333333331,15.166666666666666,6.633333333333333,8.35,3.4166666666666665,5.383333333333333,12.55,4.433333333333334,4.566666666666666,3.9166666666666665,12.333333333333334,3.716666666666667,10.416666666666666,7.1000000000000005,12.15,6.9,7.883333333333333,6.016666666666667,5.766666666666667,10.066666666666666,5.483333333333333,9.783333333333331,5.616666666666667,9.033333333333331,3.733333333333333,6.466666666666666,7.766666666666667,6.771428571428572,8.842857142857143,5.728571428571429,5.228571428571429,2.957142857142857,4.5625,9.2125,11.9625,3.15,6.75,8.1625,3.95,6.0125,8.7,8.9
01-28,,2.475,11.283333333333331,10.616666666666667,15.266666666666666,6.65,8.333333333333334,3.716666666666667,5.4,12.516666666666666,4.683333333333334,4.583333333333333,3.9166666666666665,12.35,3.733333333333333,10.516666666666667,7.616666666666666,12.833333333333334,6.916666666666667,7.916666666666667,6.033333333333334,5.766666666666667,10.066666666666666,5.433333333333334,9.933333333333334,5.65,9.7,3.6666666666666665,6.733333333333333,7.766666666666667,6.771428571428572,8.77142857142857,5.728571428571429,5.700000000000001,2.9857142857142853,4.525,9.4125,11.975,3.1625,6.75,8.55,4.1,6.0,8.8125,8.9
01-29,,2.725,11.3,11.416666666666666,15.35,6.766666666666667,8.299999999999999,3.766666666666667,5.833333333333333,12.5,4.8,4.6000000000000005,3.9166666666666665,12.35,3.766666666666667,10.55,7.783333333333332,12.883333333333333,7.0,7.916666666666667,6.05,6.050000000000001,10.066666666666666,5.366666666666666,10.116666666666667,5.65,9.85,3.6666666666666665,7.266666666666667,7.766666666666667,6.799999999999999,8.742857142857144,5.714285714285714,6.4,3.271428571428572,4.525,9.9875,11.975,3.175,6.7375,8.6875,4.2875000000000005,6.0,8.8125,8.9
01-30,,2.875,11.333333333333334,11.416666666666666,15.45,6.8,8.316666666666666,3.766666666666667,5.9,12.533333333333331,5.066666666666666,4.6000000000000005,3.9166666666666665,12.466666666666669,3.8333333333333335,10.683333333333332,7.983333333333333,12.916666666666666,7.016666666666667,8.0,6.15,6.066666666666666,10.083333333333334,5.266666666666667,10.2,5.65,10.216666666666669,3.6666666666666665,7.35,7.766666666666667,7.128571428571429,8.757142857142856,5.728571428571429,6.7,3.271428571428572,4.5,10.275,11.975,3.1375,6.7375,8.7625,4.275,6.0,8.8125,8.9
01-31,,2.875,11.433333333333335,11.45,15.483333333333334,6.833333333333333,8.316666666666666,3.783333333333333,5.933333333333334,12.583333333333334,5.283333333333333,4.6000000000000005,3.9166666666666665,12.483333333333334,3.8333333333333335,10.566666666666666,8.049999999999999,13.033333333333331,7.033333333333334,8.083333333333334,6.366666666666667,6.1000000000000005,10.083333333333334,5.083333333333333,10.25,5.65,10.516666666666667,3.6666666666666665,8.116666666666667,7.766666666666667,7.299999999999999,8.771428571428572,5.742857142857143,6.728571428571429,3.271428571428572,4.5,10.3375,12.0125,3.15,6.7125,8.8,4.2875000000000005,6.0,8.8125,8.9
02-01,,2.875,11.483333333333334,11.533333333333331,15.533333333333331,6.8500000000000005,8.283333333333333,3.8,6.0,12.983333333333334,5.55,4.6000000000000005,3.9166666666666665,12.55,3.8333333333333335,10.533333333333331,8.066666666666666,13.1,7.166666666666667,8.083333333333334,6.45,6.133333333333333,10.1,5.116666666666666,10.366666666666664,5.683333333333334,11.216666666666669,3.6666666666666665,8.216666666666667,7.766666666666667,7.328571428571428,8.785714285714286,5.842857142857143,6.728571428571429,3.3000000000000003,4.525,10.3875,12.0125,3.0875,6.725,8.7875,4.3375,5.9875,8.8125,9.1375
02-02,,2.85,11.8,11.566666666666668,15.516666666666666,6.983333333333333,8.4,3.9166666666666665,6.033333333333332,13.216666666666669,5.6000000000000005,4.616666666666666,3.9166666666666665,12.55,3.8333333333333335,10.516666666666667,8.083333333333334,13.133333333333333,7.516666666666667,8.233333333333333,6.466666666666666,6.233333333333333,10.1,5.116666666666667,10.8,5.683333333333334,11.583333333333334,3.6833333333333336,8.85,7.8,7.3428571428571425,8.785714285714286,5.857142857142857,6.728571428571429,3.3000000000000003,4.5625,10.4,12.0125,2.9875,7.05,8.8125,4.5,5.975,8.8125,9.375
02-03,,2.85,11.966666666666669,11.6,15.566666666666668,7.166666666666667,8.966666666666667,3.983333333333333,6.033333333333332,13.316666666666668,5.683333333333334,4.65,3.9166666666666665,12.55,3.8333333333333335,10.5,8.200000000000001,13.166666666666666,7.833333333333333,8.233333333333333,6.483333333333334,6.283333333333334,10.1,5.116666666666667,11.083333333333334,5.633333333333333,11.6,3.716666666666667,9.666666666666666,7.8,7.457142857142857,8.8,5.871428571428572,6.728571428571429,3.6714285714285713,4.55,10.475,12.0375,2.875,7.525,8.85,4.7,5.975,8.7875,9.4875
02-04,,2.85,12.1,11.666666666666666,15.716666666666669,7.25,9.15,4.016666666666667,6.083333333333333,13.4,5.766666666666667,4.683333333333334,3.9166666666666665,12.566666666666668,3.85,10.483333333333333,9.05,13.25,7.833333333333333,8.233333333333333,6.5,6.316666666666666,10.1,5.2,11.233333333333334,5.633333333333333,11.883333333333333,3.733333333333333,9.75,7.8,7.557142857142857,8.8,5.871428571428572,6.728571428571429,3.6714285714285713,4.5,10.625,12.05,2.75,7.95,8.8375,4.737500000000001,5.9875,8.8,9.6625
02-05,,2.85,12.1,11.8,15.75,7.316666666666666,9.583333333333334,4.016666666666667,6.1000000000000005,13.4,5.866666666666666,4.7,3.933333333333333,12.65,3.85,10.483333333333333,9.25,13.3,7.85,8.266666666666667,6.55,6.366666666666667,10.1,5.216666666666667,11.4,5.616666666666667,11.883333333333333,3.733333333333333,9.8,7.916666666666667,7.685714285714285,8.8,5.871428571428572,6.728571428571429,3.6714285714285713,4.45,10.6375,12.0375,2.7375,7.9125,9.125,4.75,5.9875,8.8875,9.8625
02-06,,2.85,12.116666666666667,12.3,15.85,7.366666666666667,9.716666666666669,4.033333333333333,6.116666666666667,13.3,6.1000000000000005,4.716666666666667,3.933333333333333,12.716666666666669,3.9166666666666665,10.483333333333333,9.266666666666667,13.366666666666667,8.033333333333333,8.616666666666667,6.599999999999999,6.383333333333333,10.133333333333333,5.216666666666667,11.65,5.616666666666667,11.883333333333333,3.733333333333333,10.05,7.95,7.7,8.871428571428572,5.885714285714286,6.728571428571429,3.8142857142857145,4.275,10.6375,12.2375,2.7,7.9125,9.3125,4.75,5.9875,9.025,10.225
02-07,,2.85,12.183333333333332,12.416666666666666,15.85,7.866666666666666,9.8,4.033333333333333,6.166666666666667,13.316666666666668,6.15,4.716666666666667,3.983333333333333,12.75,4.183333333333334,10.516666666666667,9.283333333333331,13.433333333333332,8.133333333333333,8.883333333333333,6.633333333333333,6.383333333333333,10.233333333333333,5.25,11.933333333333332,5.616666666666667,11.883333333333333,3.733333333333333,10.316666666666666,7.966666666666668,7.7,8.957142857142857,5.928571428571429,6.742857142857143,4.285714285714286,4.05,10.6375,12.6875,2.675,7.887499999999999,9.3125,4.75,6.0,9.025,10.3
02-08,,2.85,12.2,12.666666666666666,15.883333333333336,8.450000000000001,9.85,4.033333333333333,6.183333333333334,13.333333333333334,6.516666666666667,4.733333333333333,4.0,12.85,4.25,10.55,9.283333333333331,13.433333333333332,8.25,9.166666666666666,6.633333333333333,6.383333333333333,10.4,5.266666666666667,11.949999999999998,5.616666666666667,11.883333333333333,3.766666666666667,10.383333333333333,7.966666666666668,7.7,9.0,5.928571428571429,6.842857142857143,4.571428571428571,3.95,10.6375,12.7,2.6625,7.975,9.3,4.725,6.0,9.0125,10.325
02-09,,2.85,12.3,12.9,16.033333333333335,8.5,9.916666666666666,4.033333333333333,6.3500000000000005,13.35,6.766666666666667,4.733333333333333,4.016666666666667,13.083333333333334,4.433333333333334,10.566666666666666,9.233333333333333,13.433333333333332,8.283333333333333,9.883333333333333,6.666666666666667,6.383333333333333,10.4,5.216666666666667,11.966666666666669,5.633333333333333,11.9,3.883333333333333,10.383333333333333,8.216666666666667,7.7,9.0,5.928571428571429,6.985714285714286,4.828571428571428,3.9125,10.625,12.3625,2.65,8.4,9.275,4.725,6.0,9.0,10.5375
02-10,,2.85,12.35,13.183333333333332,17.48,8.516666666666667,10.066666666666666,4.083333333333333,6.433333333333333,13.383333333333333,6.8,4.766666666666667,4.083333333333333,13.183333333333332,5.05,10.566666666666666,9.216666666666669,13.433333333333332,8.6,9.983333333333333,6.75,6.416666666666667,10.466666666666669,5.2,11.966666666666669,5.65,11.916666666666666,3.966666666666667,10.383333333333333,8.333333333333334,7.714285714285714,9.0,5.914285714285714,6.985714285714286,4.828571428571428,3.9,10.6,12.4375,2.6625,8.625,9.3125,4.7375,6.0,9.0,10.55
02-11,,2.875,12.35,13.216666666666669,17.5,8.883333333333335,10.166666666666666,4.083333333333333,6.45,13.416666666666666,6.816666666666666,4.766666666666667,4.166666666666667,13.466666666666669,5.15,10.716666666666669,9.233333333333333,13.533333333333331,8.916666666666666,9.999999999999998,6.883333333333333,6.483333333333333,10.466666666666669,5.216666666666666,11.966666666666669,5.683333333333334,11.95,4.15,10.383333333333333,8.450000000000001,7.828571428571428,9.014285714285714,5.914285714285714,7.042857142857143,4.828571428571428,3.8875,10.5375,12.475,2.7625,8.6125,9.325,5.075,6.0,9.0,10.6125
02-12,,2.875,12.366666666666667,13.4,17.84,8.933333333333334,11.116666666666667,4.166666666666667,6.483333333333333,13.466666666666669,6.883333333333333,4.8500000000000005,4.416666666666667,13.5,5.15,11.0,9.25,13.583333333333334,9.216666666666669,10.066666666666666,7.283333333333334,6.516666666666667,10.466666666666669,5.266666666666667,11.983333333333334,5.716666666666668,11.983333333333334,4.15,10.383333333333333,8.5,7.857142857142857,8.971428571428572,5.914285714285714,7.057142857142857,5.142857142857143,3.8625,10.5,12.475,2.7625,8.7875,9.3,5.324999999999999,6.0,9.0,10.625
02-13,,2.875,12.716666666666669,14.016666666666666,18.34,8.950000000000001,11.266666666666666,4.483333333333333,6.483333333333333,13.5,7.0,4.916666666666667,4.483333333333333,13.533333333333331,5.2,11.2,9.233333333333333,13.6,9.283333333333331,10.1,7.85,6.516666666666667,10.466666666666669,5.3500000000000005,11.983333333333334,6.2,11.966666666666669,4.15,10.516666666666667,8.6,7.885714285714286,8.928571428571429,5.942857142857143,7.057142857142857,4.985714285714286,3.8125,10.45,12.425,2.775,9.825,9.2625,5.9875,6.0,9.0625,10.6375
02-14,,2.9,12.916666666666666,14.05,18.6,8.966666666666667,11.483333333333334,4.6000000000000005,6.516666666666666,13.516666666666666,7.016666666666667,4.783333333333333,4.5,13.533333333333331,5.2,11.216666666666669,9.25,13.683333333333332,9.716666666666669,10.233333333333333,8.066666666666666,6.533333333333332,10.45,5.433333333333334,11.983333333333334,6.316666666666666,11.983333333333334,4.166666666666667,10.483333333333334,8.616666666666667,7.914285714285714,8.914285714285715,6.042857142857144,7.057142857142857,4.957142857142857,3.7625,10.55,12.3625,2.9375,10.175,9.25,6.1125,6.05,9.1875,10.925
02-15,,2.725,13.033333333333331,14.166666666666666,19.06,9.016666666666667,11.633333333333333,4.75,6.516666666666666,13.533333333333331,7.1000000000000005,4.766666666666667,4.8500000000000005,13.616666666666667,5.2,11.283333333333331,9.266666666666667,13.7,10.0,10.283333333333331,8.083333333333334,6.533333333333332,10.45,5.466666666666666,12.016666666666666,6.3500000000000005,12.083333333333334,4.5,10.516666666666667,8.700000000000001,7.914285714285714,8.914285714285715,6.1000000000000005,7.057142857142857,4.914285714285714,3.7375,10.325,12.3125,2.9625,10.275,9.25,6.6,6.075,9.1875,11.45
02-16,,2.65,13.05,14.233333333333334,19.72,9.016666666666667,12.166666666666666,4.783333333333333,6.55,13.6,8.116666666666665,5.0,4.966666666666667,13.65,5.216666666666667,11.283333333333331,9.266666666666667,13.733333333333334,10.016666666666667,10.733333333333334,8.233333333333333,6.533333333333332,10.45,5.5,12.366666666666667,6.3500000000000005,12.083333333333334,4.65,10.516666666666667,8.766666666666667,7.914285714285714,9.057142857142855,6.128571428571428,7.057142857142857,4.885714285714286,3.65,10.2875,12.3625,2.975,10.5375,9.6875,7.0125,6.1125,9.1875,11.65
